"","X","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","binned","stars"
"430",4963,"France","Powerful and rich, this is a concentrated, wood-aged wine. It has toasted almonds as well as ripe pear and green-plum fruit. With a fine tension under the fruitiness, it will age over several years.","Les Terrasses",90,25,"Loire Valley","Anjou",NA,"Roger Voss","@vossroger","Château de la Roulerie 2011 Les Terrasses Chenin Blanc (Anjou)","Chenin Blanc","Château de la Roulerie","3",2.5
"431",12051,"US","This tastes like an alcoholic fruit drink with apricot, orange and mango flavors. Still, it's clean and pleasant.","Coastal Series",83,9,"California","California","California Other",NA,NA,"Jenica Peak 2011 Coastal Series Chardonnay (California)","Chardonnay","Jenica Peak","0",0.75
"432",125157,"Italy","This young Dolcetto opens with loads of fresh fruit, but there's also a slightly musky smell at the back that gives the wine a touch of complexity. It's an earthy, warm wine with a full and velvety feel.","Fontanazza",86,18,"Piedmont","Dolcetto d'Alba",NA,NA,NA,"Marcarini 2009 Fontanazza  (Dolcetto d'Alba)","Dolcetto","Marcarini","1",1.5
"433",117404,"France","A well-balanced off-dry Vouvray. It has almond as well as ripe pear and apple flavors, laced with the acidity of 2010, although never losing its delicate sweetness. This should age for 3–4 years. Screwcap.","Demi-Sec",88,16,"Loire Valley","Vouvray",NA,"Roger Voss","@vossroger","Château Moncontour 2010 Demi-Sec  (Vouvray)","Chenin Blanc","Château Moncontour","2",2
"434",32402,"US","San Francisco-based winemaker Ed Kurtzman heads to this famed vineyard south of Salinas to create this restrained bottling from a region where power and richness usually reign. Flint, Meyer lemon, honeysuckle and grapefruit aromas show on the nose. The palate offers nectarine, white peach and Asian pear flavor, proving delicate but not shy.","Rosella's Vineyard",91,38,"California","Santa Lucia Highlands","Central Coast","Matt Kettmann","@mattkettmann","August West 2014 Rosella's Vineyard Chardonnay (Santa Lucia Highlands)","Chardonnay","August West","3",2.75
"435",14138,"France","Ripe and soft, this is a smooth, dense wine. Yes, it has plenty of tannins, but they're smothered by the concentrated black fruit that gives it its generous, rich character. It's likely to age well, so drink from 2020.",NA,91,25,"Bordeaux","Côtes de Bourg",NA,"Roger Voss","@vossroger","Château Moulin de Guiet 2015  Côtes de Bourg","Bordeaux-style Red Blend","Château Moulin de Guiet","3",2.75
"436",120392,"US","The nose on this single-vineyard wine from a strong, often overlooked appellation is tight and minerally before showing a slightly tropical kiwi element. Brightly acidic on the lively palate, flavors range from Key lime and Meyer lemon to pear skins and apple flesh.","Roger Rose Vineyard",91,2013,"California","Arroyo Seco","Central Coast","Matt Kettmann","@mattkettmann","Blair 2013 Roger Rose Vineyard Chardonnay (Arroyo Seco)","Chardonnay","Blair","3",2.75
"437",104960,"US","Candied blackberry, creosote and hot tar aromas fuel the nose of this Petit Verdot, a grape increasingly getting solo time in Central Coast bottles. It's thick on the palate, with smoked tobacco, peppery spice and cigar-like tannins.","Reserve",88,48,"California","Paso Robles","Central Coast","Matt Kettmann","@mattkettmann","Broken Earth 2010 Reserve Petit Verdot (Paso Robles)","Petit Verdot","Broken Earth","2",2
"438",68944,"US","The nose on this bottling is a tad weak compared to other wines from the same estate, with a dense but shy black currant nose. The palate is wrapped in an extreme tannic structure, so it will need some more time to allow the pleasant black cherry, blueberry and charred-meat flavors to shine.",NA,89,65,"California","Happy Canyon of Santa Barbara","Central Coast","Matt Kettmann","@mattkettmann","Grassini 2013 Cabernet Sauvignon (Happy Canyon of Santa Barbara)","Cabernet Sauvignon","Grassini","2",2.25
"439",75136,"Italy","This wine starts with aromas of espresso, underbrush, berries and menthol along with a slightly medicinal note. The palate opens with black cherry, coffee, licorice and espresso alongside assertive tannins but then finishes abruptly, closing on an astringent note.","Riserva",87,25,"Tuscany","Chianti Classico",NA,"Kerin O’Keefe","@kerinokeefe","Castello di Monsanto 2010 Riserva  (Chianti Classico)","Red Blend","Castello di Monsanto","2",1.75
"440",107191,"US","Though it's 85% Cabernet Sauvignon, this includes small amounts of four other Bordeaux grape varieties. Aged in 30% new French oak, it's nicely detailed with dried herb, baking chocolate and a dash of cinnamon. Black cherry fruit anchors the core, and the impression is of an Old World style, with well-integrated herb and earth flavors.","Brunos",88,20,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Va Piano 2010 Brunos Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Va Piano","2",2
"441",81054,"Australia","Grenache isn't as common in the Clare Valley as it is in Barossa or McLaren Vale, but Reilly's is a consistent source. The 2005 is dense and chocolaty, packed with plum flavors that are on the edge of prune and featuring a touch of warmth on the long, fudge-like finish. Drink now.","Old Bushvine",89,17,"South Australia","Clare Valley",NA,"Joe Czerwinski","@JoeCz","Reilly's 2005 Old Bushvine Grenache (Clare Valley)","Grenache","Reilly's","2",2.25
"442",62228,"Italy","Lightly scented, this offers aromas of white spring flowers, citrus peel and a whiff of chopped herbs. The linear palate offers yellow apple, pear and thyme alongside racy acidity and brisk bubbles.",NA,87,22,"Veneto","Valdobbiadene Prosecco Superiore",NA,"Kerin O’Keefe","@kerinokeefe","Borgoluce NV  Valdobbiadene Prosecco Superiore","Glera","Borgoluce","2",1.75
"443",24101,"South Africa","Attractive fynbos and fresh grass notes are front and center on the nose of this refreshing white wine. Notes of lime, green plum and gooseberry unfold with more intensity on the palate, while the herbal elements return on the medium-length finish. Medium acidity and a subtle astringency lend a pleasant, clean and dry texture to the mouthfeel. Drink now.",NA,90,22,"Stellenbosch",NA,NA,"Lauren Buzzeo","@laurbuzz","Vergelegen 2015 Sauvignon Blanc (Stellenbosch)","Sauvignon Blanc","Vergelegen","3",2.5
"444",108855,"US","This wine's aromas of melon and citrus don't seem entirely varietal. Still, it brings plenty of appeal with zippy, elegant flavors that linger.",NA,87,15,"Washington","Yakima Valley","Columbia Valley","Sean P. Sullivan","@wawinereport","Airfield Estates 2014 Sauvignon Blanc (Yakima Valley)","Sauvignon Blanc","Airfield Estates","2",1.75
"445",37676,"Italy","This simple, refreshing offering opens with a pungent note of crushed white pepper and citrus; the palate bears a tonic, steely effervescence. It's easy going and crisp.","Extra Dry",84,7,"Veneto","Prosecco",NA,NA,NA,"Cà del Doge 2011 Extra Dry  (Prosecco)","Glera","Cà del Doge","1",1
"446",85119,"US","A lovely, easy-to-like Bordeaux blend that stands proud next to Napa wines far more expensive. It's rich and sweet in raspberries, cherries and blackberries, with a smoky coat of oak. Drink now.","Philosopher's Blend Reserve Red",88,25,"California","Napa Valley","Napa",NA,NA,"Aquinas 2007 Philosopher's Blend Reserve Red Red (Napa Valley)","Bordeaux-style Red Blend","Aquinas","2",2
"447",79343,"US","A rich, somewhat one-dimensional wine. It has ripe orange, peach, lemon and lime flavors, brightened with plenty of zesty acidity.",NA,85,18,"California","Napa Valley","Napa",NA,NA,"Barlow 2012 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Barlow","1",1.25
"448",2528,"US","Fruit comes from three places for this wine, Bennett Valley, Alexander Valley and Knights Valley, exhibiting some good blending skill in the cellar. Red currant, clove, cedar and pencil all appear around a full-bodied, leathery texture and dots of black pepper and sage.",NA,89,28,"California","Sonoma County","Sonoma","Virginie Boone","@vboone","Matanzas Creek 2012 Merlot (Sonoma County)","Merlot","Matanzas Creek","2",2.25
"449",98637,"US","Boedecker's Athena bottling is a very pretty wine, with a lovely entry offering pure, inviting cherry and berry fruit. Once in the mouth, it gently fades, just slightly disappointing as it seems to lose strength rather than gaining it. But the first impression is charming and delicious.","Athena",89,34,"Oregon","Willamette Valley","Willamette Valley","Paul Gregutt","@paulgwine ","Boedecker Cellars 2008 Athena Pinot Noir (Willamette Valley)","Pinot Noir","Boedecker Cellars","2",2.25
"450",96152,"Australia","American Brad Hickey has turned out a full-bodied, richly textured Shiraz that features a strong savory component. Hints of eucalyptus, roasted meat, espresso and plum all come together to finish long and velvety. Drink now through 2025.","SHZ Site Specific",92,40,"South Australia","McLaren Vale",NA,"Joe Czerwinski","@JoeCz","Brash Higgins 2013 SHZ Site Specific Shiraz (McLaren Vale)","Shiraz","Brash Higgins","3",3
"451",100093,"US","A vegetal touch marks this wine, which otherwise shows flavors of sour cherry candy and rhubarb.","Clone 667",85,35,"California","Russian River Valley","Sonoma",NA,NA,"Windsor Oaks 2007 Clone 667 Pinot Noir (Russian River Valley)","Pinot Noir","Windsor Oaks","1",1.25
"452",11544,"Portugal","Dense and powerful, this is an impressively concentrated and intense wine. It brings out rich tannins, equally rich black plum and spice flavors, a layer of smokiness plus a strong slash of minerality that cuts across the texture. For aging 5–6 years.","Grande Reserva",92,37,"Douro",NA,NA,"Roger Voss","@vossroger","Quinta do Portal 2006 Grande Reserva Red (Douro)","Portuguese Red","Quinta do Portal","3",3
"453",129794,"US","This crisp, clean, stainless-steel style of Chardonnay brings has mixed flavors of cucumber, celery, lime and light melon. It's fresh and immaculate—a wonderful sipper.",NA,89,12,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Six Prong 2010 Chardonnay (Columbia Valley (WA))","Chardonnay","Six Prong","2",2.25
"454",75391,"US","Whiffs of sour Asian plums and briar patch add complexity to the fleshy cherry aromas of this composed, full-bodied wine. Brisk acidity and hints of spice, wet earth and soy sauce lend a sweet and savory tone to it's black-cherry-flavored finish.","Reserve",87,25,"New York","Finger Lakes","Finger Lakes","Anna Lee C. Iijima",NA,"McGregor 2007 Reserve Cabernet Franc (Finger Lakes)","Cabernet Franc","McGregor","2",1.75
"455",34775,"Italy","This opens with aromas of toasted oak, coconut and vanilla. The palate also displays evident oak and oak spices, namely vanilla, mocha, coffee and a confectionary note that muffle the candied berry flavors in the background. Astringent tannins give it a short, drying finish.","Aglaea Rosso",86,23,"Sicily & Sardinia","Etna",NA,"Kerin O’Keefe","@kerinokeefe","Tenuta di Aglaea 2013 Aglaea Rosso  (Etna)","Nerello Mascalese","Tenuta di Aglaea","1",1.5
"456",9353,"US","The vineyard has been source to several wineries including Conn Creek, who had a successful 2002, but this '04 is a let-down. Despite some decent black currant and oak flavors the wine feels tannicly sharp and astringent, without charming softness, and does not seem capable of improving in the cellar.","Hozhoni Vineyard",84,45,"California","Rutherford","Napa",NA,NA,"Conn Creek 2004 Hozhoni Vineyard Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","Conn Creek","1",1
"457",49950,"US","This wine bursts from the bottle with rich and appealing fragrances and flavors of grapefruit, pineapple and citrus. Tart and expressive, it seems to gain extra dimensions from fermentation with wild (native) yeasts. It holds a floral character that is most intriguing.","Boushey Vineyard Sauvage",93,23,"Washington","Yakima Valley","Columbia Valley","Paul Gregutt","@paulgwine ","Efeste 2012 Boushey Vineyard Sauvage Sauvignon Blanc (Yakima Valley)","Sauvignon Blanc","Efeste","4",3.25
"458",15811,"US","Lilacs and roses mingle with ripe red cherry fruit on this crisp, easy-drinking Cab Franc. Delicate in body and structure, it picks up hints of vanilla and smoke on the finish.","Oak Summit Vineyard",85,22,"New York","Hudson River Region","New York Other","Anna Lee C. Iijima",NA,"Tousey 2010 Oak Summit Vineyard Cabernet Franc (Hudson River Region)","Cabernet Franc","Tousey","1",1.25
"459",99027,"New Zealand","New Zealand's oldest winery (founded in 1851) has turned out a lightweight but wonderfully fragrant Syrah. Violets and cracked pepper notes are head-turning, followed by modest cherry fruit and a slightly lacking midpalate. Ready to drink now.",NA,87,18,"Hawke's Bay",NA,NA,"Joe Czerwinski","@JoeCz","Mission Estate 2011 Syrah (Hawke's Bay)","Syrah","Mission Estate","2",1.75
"460",5376,"France","This structured wine brings together rich red fruits with an almost tannic character that gives it concentration and dryness. The wine has acidity, light touches of lemon and lime and a red currant aftertaste.",NA,89,20,"Provence","Côtes de Provence",NA,"Roger Voss","@vossroger","Commanderie de Peyrassol 2014 Rosé (Côtes de Provence)","Rosé","Commanderie de Peyrassol","2",2.25
"461",40054,"Italy","Aged in large oak casks, Aleramico Barbera d'Asti offers sweet aromas of vanilla and cinnamon behind notes of mature fruit, plum and blackberry. The wine shows rich, ripe consistency and loads of sweet fruit on the close.","Aleramico",87,15,"Piedmont","Barbera d'Asti",NA,NA,NA,"Cantine San Silvestro 2008 Aleramico  (Barbera d'Asti)","Barbera","Cantine San Silvestro","2",1.75
"462",80959,"France","Salmon-pink in color, this is a soft wine. With a relatively high dosage, it is full of red fruits and ripe apples. The acidity and the richness of the wine are well balanced, making it ready to drink.","Rosé Mosaïque Brut",86,45,"Champagne","Champagne",NA,"Roger Voss","@vossroger","Jacquart NV Rosé Mosaïque Brut  (Champagne)","Champagne Blend","Jacquart","1",1.5
"463",50754,"Italy","This wine is held back for eight years by the winery before it is released for sale. It's named after the Fibonacci numbers, or the so-called “golden ratio” that appears repeatedly in nature, this is a soft, almost sweet wine, with aromas of cherry and ripe raspberry. The mouthfeel is plush and velvety.","Riserva 0,618",89,75,"Southern Italy","Castel del Monte",NA,NA,NA,"Santa Lucia 2004 Riserva 0,618 Nero di Troia (Castel del Monte)","Nero di Troia","Santa Lucia","2",2.25
"464",2478,"US","Seamless and soft, this medium-built expression of clove, tobacco and dark red plum offers integrated tannins and a punch of oak, before settling into a whispered finish.",NA,88,50,"California","Napa Valley","Napa","Virginie Boone","@vboone","Clos Pegase 2012 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Clos Pegase","2",2
"465",89599,"Italy","New leather, menthol, ripe berry and Asian spice aromas emerge in the glass while the firm palate offers dried black cherry, pomegranate, star anise and a hint of game. You'll also notice a green note of powdered sage. Assertive, close-grained tannins squeeze the finish.","Lenzi Riserva",87,37,"Tuscany","Chianti Classico",NA,"Kerin O’Keefe","@kerinokeefe","Fattoria di Petroio 2011 Lenzi Riserva  (Chianti Classico)","Sangiovese","Fattoria di Petroio","2",1.75
"466",74988,"Chile","Leathery red berry aromas move to dark fruit after sitting in the glass. This Malbec is jammy in feel, but overall it's fresh. Earthy flavors of spiced plum, baked berry and salt finish toasty, woody and briny.","Reserva de Familia",88,22,"Rapel Valley",NA,NA,"Michael Schachner","@wineschach","Santa Carolina 2011 Reserva de Familia Malbec (Rapel Valley)","Malbec","Santa Carolina","2",2
"467",28337,"Germany","A hint of dried apricot underscores the ripe apple aromas in this fresh and appealing auslese. It's sweet but not overly so, with apple and melon flavors that are plesantly round without becoming soft.","Auslese",86,14,"Mosel-Saar-Ruwer",NA,NA,"Joe Czerwinski","@JoeCz","Rudolf Müller 2006 Auslese Riesling (Mosel-Saar-Ruwer)","Riesling","Rudolf Müller","1",1.5
"468",104176,"US","This Cab Franc has some nice features, starting with the cherry and herb flavors that finish dry and spicy. It's a bit rough-edged right out of the bottle, but the combination of decanting and drinking it with a rich, fatty steak will improve it tremendously at the table.","Estate Grown",87,42,"California","Napa Valley","Napa",NA,NA,"Markham 2010 Estate Grown Cabernet Franc (Napa Valley)","Cabernet Franc","Markham","2",1.75
"469",82290,"US","The winery is part of the emerging garagiste movement in Paso Robles. It's an ambitious wine, blended with Petite Sirah and Malbec, both of which add complexity. But there's a candied tone to the blackberry flavors that makes it lush and soft.","Ethereal",85,45,"California","Paso Robles","Central Coast",NA,NA,"Ascension Cellars 2010 Ethereal Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Ascension Cellars","1",1.25
"470",47145,"Austria","A blend of Sauvignon Blanc and Sämling, this gold straw colored wine is about freshness and acidity as much as about sweetness. That gives this ageworthy wine a great delicacy and poise, balanced and fresh, the honey botrytis texture attractively layered through this delicious wine.","Trockenbeerenauslese Essenz",92,35,"Burgenland",NA,NA,"Roger Voss","@vossroger","Nittnaus Hans und Christine 2009 Trockenbeerenauslese Essenz White (Burgenland)","Austrian white blend","Nittnaus Hans und Christine","3",3
"471",43121,"US","A promising Grenache. Shows tremendous cherry flavors wrapped into elegantly smooth tannins, and the finish is dry and spicy. Pretty good, but a little fruit-driven and one-dimensional. The next step is to build in extra layers of complexity and depth.","Uriel J. Nielson Vineyard",87,60,"California","Santa Maria Valley","Central Coast",NA,NA,"Alta Maria 2006 Uriel J. Nielson Vineyard Grenache (Santa Maria Valley)","Grenache","Alta Maria","2",1.75
"472",12186,"US","Marked by excessive oak, with toasty-sweet caramel flavors dominating the ripe blackberry and cherry pie flavors. Nice tannins, though. Drink now.",NA,84,45,"California","Napa County","Napa",NA,NA,"Cosentino 2005 Cabernet Sauvignon (Napa County)","Cabernet Sauvignon","Cosentino","1",1
"473",119918,"Spain","Crisp plum and floral aromas rest on rocky base and offer up balsamic notes. This Monastrell-driven blend is full in body, with spicy, herbal, wild-brush flavors accenting core dark plum and berry. A lasting finish is herbal, deep and potent. Drink through 2017.","Crianza",90,15,"Levante","Jumilla",NA,"Michael Schachner","@wineschach","Monterebro 2011 Crianza Red (Jumilla)","Red Blend","Monterebro","3",2.5
"474",119845,"US","Spine tingling acidity is offset by streaks of fresh tangerine, lemon and apple flavors in this laser-edged sparkling wine. It's persistent in petillance but boasts a distinct delicacy of mousse. The finish is fresh and perfumed, ending on a lingering white-blossom note.","Brut",89,29,"New York","North Fork of Long Island","Long Island","Anna Lee C. Iijima",NA,"Sparkling Pointe NV Brut Sparkling (North Fork of Long Island)","Sparkling Blend","Sparkling Pointe","2",2.25
"475",40558,"Austria","A pleasant whiff of smoke informs the generous palate of dark, brooding fruits: black cherry and dark plum dominate a palate dense but juicy tannins. Despite its generosity, the palate is medium bodied and has a fresh vein of acidity. The fruit flavors echo long.","Joseph",90,21,"Mittelburgenland",NA,NA,"Anne Krebiehl MW","@AnneInVino","Strehn 2014 Joseph Blaufränkisch (Mittelburgenland)","Blaufränkisch","Strehn","3",2.5
"476",116234,"Spain","Dark and loaded with big black fruit aromas, tobacco, spice and a lot of vanilla from copious oaking. The palate is good and juicy, with a healthy blend of blackberry, fig and chocolate flavors. Toasty, round and chocolaty on an oaky, creamy finish.","Hacienda Abascal Producción Limitada",89,45,"Northern Spain","Ribera del Duero",NA,"Michael Schachner","@wineschach","Marqués de la Concordia 2008 Hacienda Abascal Producción Limitada  (Ribera del Duero)","Tempranillo","Marqués de la Concordia","2",2.25
"477",122364,"Croatia","Bright cherry, red plum and vanilla notes are well pronounced in the nose and on the palate. There's a touch of cherry-vanilla soda as well. The finish pops with a bright persistence of fruit.",NA,87,20,"North Dalmatia",NA,NA,"Jeff Jenssen","@worldwineguys","Zlatan Otok 2010 Plavac Mali (North Dalmatia)","Plavac Mali","Zlatan Otok","2",1.75
"478",121156,"US","This is a very dry, elegant Pinot Noir that's sleeker and earthier than many other comparably priced Pinots out there. It has what you might call a Burgundian profile, with the cherry, raspberry, cola and spice fruit balanced by truffles, leather and a suggestion of dried pine needles.","Brosseau Vineyard",93,50,"California","Chalone","Central Coast",NA,NA,"Loring Wine Company 2006 Brosseau Vineyard Pinot Noir (Chalone)","Pinot Noir","Loring Wine Company","4",3.25
"479",110132,"Spain","Rustic, smoky and deep on the nose, with a creamy body holding up commendable raspberry and plum flavors. Valenciso deals medium-level acids and tannins, with oak-based mocha and chocolate carrying the finish. This wine is so close to reaching the next level, but it doesn't quite get there.","Reserva",89,39,"Northern Spain","Rioja",NA,"Michael Schachner","@wineschach","Valenciso 2002 Reserva  (Rioja)","Tempranillo","Valenciso","2",2.25
"480",93580,"France","A blend of 50% Grenache and 50% Cinsault from the 50-year-old Pointe de Diable vineyard, this is a soft and ripe wine. It has light acidity and rich red-berry fruits. It's a wine for apéritif drinking—gentle and fruity at the end (the road to the property is called “End of the World”). Drink now.","Pointe du Diable",87,20,"Provence","Côtes de Provence",NA,"Roger Voss","@vossroger","Château Malherbe 2016 Pointe du Diable Rosé (Côtes de Provence)","Rosé","Château Malherbe","2",1.75
"481",79294,"Portugal","Intense perfumes give this fine apéritif wine an exotic character. Its crisp texture balances this, showcasing fine lime and grapefruit flavors as well as a touch of lychee. The acidity at the end is lively and refreshing. Drink now.","Escada Reserva",88,12,"Lisboa",NA,NA,"Roger Voss","@vossroger","DFJ Vinhos 2016 Escada Reserva Arinto (Lisboa)","Arinto","DFJ Vinhos","2",2
"482",33269,"France","The power and structure of a Corton-Charlemagne are very evident in this firm and closed wine. At this young stage, it is all about the concentrated texture and weight. The acidity and the rich fruits will come later. Drink from 2018.","Corton Charlemagne Grand Cru",92,230,"Burgundy","Corton-Charlemagne",NA,"Roger Voss","@vossroger","Jean-Luc and Paul Aegerter 2012 Corton Charlemagne Grand Cru  (Corton-Charlemagne)","Chardonnay","Jean-Luc and Paul Aegerter","3",3
"483",64769,"US","Cabernet Sauvignon (30%) takes the lead on this wine, followed by Merlot (21%), Syrah (17%), Cabernet Franc (14%) and five other varieties. Aromas of blue fruit, char, plum, herb, confection and spice are followed by easy-drinking plum flavors, with a slightly clipped finish. It's a pleasant easy drinker.","Firehouse",87,16,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Tamarack Cellars 2015 Firehouse Red (Columbia Valley (WA))","Red Blend","Tamarack Cellars","2",1.75
"484",59975,"US","This rich, hearty and ultimately lovely blend of 82% Cabernet Sauvignon, 10% Cabernet Franc and 8% Petit Verdot still needs time to open up. When it does, expect dense and pure aromas of blueberry, black currant, graphite and nose-tickling spice. The palate's intense structure, though shy for now, reveals charred beef, coffee, caramel, black cherry and dried rose flavors. Drink 2019–2030.","Soul of a Lion",96,150,"California","Adelaida District","Central Coast","Matt Kettmann","@mattkettmann","Daou 2013 Soul of a Lion Cabernet Sauvignon (Adelaida District)","Cabernet Sauvignon","Daou","5",4
"485",123751,"US","Notes of strawberry and red cherry surface on the nose, followed by touches of beeswax, dill and exotic spice. This is a medium-bodied wine with enough tannins to lend structural support. The finish bears delicate cinnamon and herbal-tea flavors that linger with some astringency.",NA,86,22,"Virginia","Monticello",NA,NA,NA,"Jefferson Vineyards NV Cabernet Franc (Monticello)","Cabernet Franc","Jefferson Vineyards","1",1.5
"486",119247,"US","This wine brings notes of plum, dried herbs, mocha and wood spice. It's rich and silky in feel with sharp-edged acids, showing some warmth on the finish.",NA,91,32,"Washington","Washington","Washington Other","Sean P. Sullivan","@wawinereport","Coeur d'Alene 2012 Cabernet Sauvignon (Washington)","Cabernet Sauvignon","Coeur d'Alene","3",2.75
"487",89345,"Italy","Light and luminous in appearance, this bright Rosso di Montalcino delivers subdued aromas of raspberry, cherry, cola and wet earth. None of these aromas are particularly intense, but they are balanced.",NA,86,NA,"Tuscany","Rosso di Montalcino",NA,NA,NA,"Geografico Castello Tricerchi 2008  Rosso di Montalcino","Sangiovese Grosso","Geografico Castello Tricerchi","1",1.5
"488",85621,"Portugal","Tinta Negra Mole, widely planted in Madeira, is a chameleon grape that can take on the character of any grape or style the producer fancies. Here it has transmuted into a rich Bual, wood aged and with old-gold flavors and color. The acidity at the end, which is what will preserve the wine for many years, is intense and impressive. Drink now.","Tinta Negra",92,112,"Madeira",NA,NA,"Roger Voss","@vossroger","Leacock's 1995 Tinta Negra Tinta Negra Mole (Madeira)","Tinta Negra Mole","Leacock's","3",3
"489",118306,"Argentina","Aromas of berry fruits, barrel spice and desert herbs lead to a solid palate that's tight as a fist. This tastes dry, spicy and oaky, with peppery berry and plum notes. An oaky spicy finish offers just enough bold plum and berry fruit.","Single Organic Vineyard",89,15,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Caligiore 2014 Single Organic Vineyard Bonarda (Mendoza)","Bonarda","Caligiore","2",2.25
"490",98015,"US","Record heat in the Dundee Hills in 2015 brings extra richness to this bone-dry rosé. Bright strawberry fruit flavors are set in a bed of racy acidity. It's as fresh and flavorful as a rosé can be, so enjoy it before 2016 draws to a close.","Estate Rosé of",91,22,"Oregon","Dundee Hills","Willamette Valley","Paul Gregutt","@paulgwine ","Sokol Blosser 2015 Estate Rosé of Pinot Noir (Dundee Hills)","Pinot Noir","Sokol Blosser","3",2.75
"491",8659,"US","Lots of rich, savory Pinot flavors in this silky wine. It's kind of generic, and not showing much sense of terroir, but it is a properly grown coastal wine whose brisk acidity highlights cola, pomegranate and persimmon flavors. Drink up.",NA,88,35,"California","Santa Lucia Highlands","Central Coast",NA,NA,"MacMurray Ranch 2011 Pinot Noir (Santa Lucia Highlands)","Pinot Noir","MacMurray Ranch","2",2
"492",53595,"US","This Chard did not go through malolactic fermentation, allowing the acidity to stand up to what otherwise would be an overripe wine. It's strong in tropical fruits, peaches, brown sugar, vanilla bean and buttered toast flavors that are soft, direct and one-dimensional.",NA,85,29,"California","Napa Valley","Napa",NA,NA,"Saddleback 2012 Chardonnay (Napa Valley)","Chardonnay","Saddleback","1",1.25
"493",57056,"US","Fermented entirely in stainless steel, this wine nonetheless offers an oak-like body and warmth of vanilla and baked Alaska, ripe and grippy flavors around a tightness of texture. A pretty note of honeysuckle provides a more delicate sense of elegance.","Trio Vineyard",90,34,"California","Yountville","Napa","Virginie Boone","@vboone","Tamber Bey 2014 Trio Vineyard Chardonnay (Yountville)","Chardonnay","Tamber Bey","3",2.5
"494",117499,"US","This Syrah-Grenache blend is enormously rich, ripe and heady. It wears its 16% abv well, without ever feeling hot or awkward. Instead, fine acidity and firm tannins give the dark chocolate and blackberry jam flavors the balanced lusciousness of Port, without the sweetness.","Hommage à nos Pairs Reserve",90,95,"California","Paso Robles","Central Coast",NA,NA,"Clos Solène 2009 Hommage à nos Pairs Reserve Syrah-Grenache (Paso Robles)","Syrah-Grenache","Clos Solène","3",2.5
"495",91153,"US","This medium-bodied wine has a classic aroma of cherries, tea and spice, plus a rich mouthfeel, deep flavors and good balance. It's nicely made and easy to enjoy.",NA,88,25,"California","Anderson Valley",NA,"Jim Gordon","@gordone_cellars","Stickybeak 2014 Pinot Noir (Anderson Valley)","Pinot Noir","Stickybeak","2",2
"496",30378,"US","Made in the modern cult style, this Cabernet is softly luscious, oaky and enormously rich. It shows ripe, almost sweet flavors of blackberries, raspberries and cassis, and ends with a spicy finish. A big, powerfully luscious wine that could pick up bottle complexities over the next few years.","Fifth Edition",91,80,"California","Napa Valley","Napa",NA,NA,"Robledo 2006 Fifth Edition Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Robledo","3",2.75
"497",87498,"US","Spicy and fresh, this clean and fruity wine displays flavors of jicama, melon and pear. It's a simple, straightforward, well made, fruit-driven wine for every day enjoyment.",NA,87,15,"Washington","Yakima Valley","Columbia Valley","Paul Gregutt","@paulgwine ","Mercer 2012 Pinot Gris (Yakima Valley)","Pinot Gris","Mercer","2",1.75
"498",39249,"US","A new wine from Hahn Family, Boneshaker is appropriately named: It's a big-boned, hearty swath of velvety milk chocolate and jammy fruit flavors. With just the right amount of Zinfandel spice and oak influence, it will please a barbecue-loving crowd.","Old Vine",87,25,"California","Lodi","Central Valley","Virginie Boone","@vboone","Boneshaker 2010 Old Vine Zinfandel (Lodi)","Zinfandel","Boneshaker","2",1.75
"499",94233,"US","One word describes this Chardonnay: fabulous. It's really everything a California Chardonnay can deliver. Ripe tropical fruit, pear, green apple and honey flavors are wrapped into buttery, smoky oak. The richness is brightened by crisp acidity and a touch of minerals, showing its pedigree with every nuance. Drink soon, to enjoy its youthful beauty.","Sweetwater Vineyard",95,60,"California","Russian River Valley","Sonoma",NA,NA,"Rochioli 2010 Sweetwater Vineyard Chardonnay (Russian River Valley)","Chardonnay","Rochioli","4",3.75
"500",50080,"US","A light, straightforward and focused wine, 100% varietal, this offers cranberry, mushroom and a complexity of tannin and oak. High acidity dances around fresh layers of strawberry and raspberry on the palate, with a grippy, cinnamon-spiced finish.","Estate Grown",90,38,"California","Napa Valley","Napa","Virginie Boone","@vboone","Cuvaison 2013 Estate Grown Pinot Noir (Napa Valley)","Pinot Noir","Cuvaison","3",2.5
